epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
55,110.117,0.43672,0.92938,0.65778,0.83996,0,0.78801,0.80288,0.80641,0.7315,0.78801,0.80288,0.83098,0.72806,0.4396,0.89313,0.89367,0.85354,0,0.00058175,0.00058175,0.00058175
56,112.051,0.43179,0.88434,0.70265,0.84534,0,0.77595,0.81803,0.80517,0.72229,0.79422,0.83717,0.82859,0.72531,0.46669,0.90902,0.9101,0.85816,0,0.000569375,0.000569375,0.000569375
57,113.985,0.42737,0.88216,0.65022,0.84923,0,0.78611,0.81553,0.82913,0.73786,0.78611,0.81553,0.84878,0.74062,0.50122,0.96271,0.87243,0.87034,0,0.000557,0.000557,0.000557
58,115.945,0.39001,0.94228,0.63221,0.83094,0,0.78894,0.81803,0.8398,0.75617,0.78894,0.81803,0.85309,0.75403,0.49511,0.93577,0.84329,0.87057,0,0.000544625,0.000544625,0.000544625
59,117.895,0.42313,0.90389,0.66771,0.84989,0,0.80715,0.80728,0.84448,0.76107,0.80715,0.80728,0.85464,0.76354,0.48234,0.92286,0.83579,0.86801,0,0.00053225,0.00053225,0.00053225
60,119.844,0.40221,1.00775,0.68074,0.83716,0,0.7546,0.85718,0.85663,0.77007,0.75194,0.86359,0.87479,0.75341,0.49177,0.94051,0.84134,0.86053,0,0.000519875,0.000519875,0.000519875
61,121.825,0.44055,0.92345,0.65894,0.82781,0,0.75922,0.84707,0.84906,0.75168,0.75843,0.86572,0.86495,0.75632,0.48977,0.89662,0.85156,0.85865,0,0.0005075,0.0005075,0.0005075
62,123.761,0.44203,0.85316,0.66817,0.84825,0,0.76469,0.83659,0.83406,0.75943,0.76093,0.8497,0.85701,0.75625,0.50562,0.91471,0.86375,0.8649,0,0.000495125,0.000495125,0.000495125
63,125.724,0.41274,0.81306,0.64674,0.83943,0,0.79472,0.82841,0.83399,0.74227,0.79472,0.82841,0.86664,0.74723,0.50245,0.96086,0.87436,0.86273,0,0.00048275,0.00048275,0.00048275
64,127.683,0.40053,0.84245,0.65369,0.83518,0,0.78952,0.8152,0.8346,0.74227,0.75913,0.86606,0.86391,0.74502,0.50611,1.00566,0.84797,0.86654,0,0.000470375,0.000470375,0.000470375
65,129.688,0.373,0.89058,0.62244,0.83103,0,0.79296,0.8412,0.82374,0.74664,0.79296,0.8412,0.84533,0.73827,0.48735,1.0299,0.84629,0.86359,0,0.000458,0.000458,0.000458
66,131.648,0.40455,0.80581,0.60989,0.83833,0,0.80131,0.84366,0.83001,0.7536,0.80131,0.84366,0.84326,0.69584,0.48093,1.08016,0.84323,0.8619,0,0.000445625,0.000445625,0.000445625
67,133.608,0.408,0.73252,0.62875,0.822,0,0.80503,0.83872,0.83198,0.7571,0.80503,0.83872,0.84271,0.71116,0.48443,1.10147,0.86011,0.86272,0,0.00043325,0.00043325,0.00043325
